>こみ上げる = ichidan
>>>こみ上げる = ichidan stripping 
stem Kanji = こみ上げ
stem kana = こみあげ
pronounciation = こみあ
> Entering ichidan
> Line : 19
>> Start : ご協力,ごきょうりょく,suru,ごきょうりょく
>>> Start : ご協力
>ご協力 = suru
>>>ご協力 = suru stripping 
> Line : 20
>> Start : ご馳走,ごちそう,suru,ごちそう
>>> Start : ご馳走
>ご馳走 = suru
>>>ご馳走 = suru stripping 
> Line : 21
>> Start : させる,,ichidan,さ
>>> Start : させる
>させる = ichidan
>>>させる = ichidan stripping 
stem Kanji = させ
stem kana = 
pronounciation = さ
> Entering ichidan
> Line : 22
>> Start : じゃん拳,じゃんけん,suru,じゃんけん
>>> Start : じゃん拳
>じゃん拳 = suru
>>>じゃん拳 = suru stripping 
> Line : 23
>> Start : たどり着く,たどりつく,godan,たどりつ
>>> Start : たどり着く
>たどり着く = godan
>>> Forced stripping
>>>たどり着く = godan stripping 
stem Kanji = たどり着
stem kana = たどりつ
pronounciation = たどりつ
> Entering godan
> Entering godan > く
> Line : 24
>> Start : ついて行く,ついていく,godan,い
>>> Start : ついて行く
>ついて行く = godan
>>> Forced stripping
>>>ついて行く = godan stripping 
stem Kanji = ついて行
stem kana = ついてい
pronounciation = い
> Entering godan
> Entering godan > く
> Line : 25
>> Start : つけ込む,つけこむ,godan,つけこ
>>> Start : つけ込む
>つけ込む = godan
>>> Forced stripping
>>>つけ込む = godan stripping 
stem Kanji = つけ込
stem kana = つけこ
pronounciation = つけこ
> Entering godan
> Entering godan > む
> Line : 26
>> Start : はみ出す,はみだす,godan,はみだ
>>> Start : はみ出す
>はみ出す = godan
>>> Forced stripping
>>>はみ出す = godan stripping 
stem Kanji = はみ出
stem kana = はみだ
pronounciation = はみだ
> Entering godan
> Entering godan > す
> Line : 27
>> Start : ばら撒く,ばらまく,godan,ま
>>> Start : ばら撒く
>ばら撒く = godan
>>> Forced stripping
>>>ばら撒く = godan stripping 
stem Kanji = ばら撒
stem kana = ばらま
pronounciation = ま
> Entering godan
> Entering godan > く
> Line : 28
>> Start : ひっくり返る,ひっくりかえる,godan,ひっくりかえ
>>> Start : ひっくり返る
>ひっくり返る = godan
>>> Forced stripping
>>>ひっくり返る = godan stripping 
stem Kanji = ひっくり返
stem kana = ひっくりかえ
pronounciation = ひっくりかえ
> Entering godan
> Entering godan > る
> Line : 29
>> Start : ぶら下がる,ぶらさがる,godan,さが
>>> Start : ぶら下がる
>ぶら下がる = godan
>>> Forced stripping
>>>ぶら下がる = godan stripping 
stem Kanji = ぶら下が
stem kana = ぶらさが
pronounciation = さが
> Entering godan
> Entering godan > る
> Line : 30
>> Start : ぶら下げる,ぶらさげる,ichidan,ぶらさ
>>> Start : ぶら下げる
>ぶら下げる = ichidan
>>>ぶら下げる = ichidan stripping 
stem Kanji = ぶら下げ
stem kana = ぶらさげ
pronounciation = ぶらさ
> Entering ichidan
> Line : 31
>> Start : めぐり合う,めぐりあう,godan,めぐりあ
>>> Start : めぐり合う
>めぐり合う = godan
>>> Forced stripping
>>>めぐり合う = godan stripping 
stem Kanji = めぐり合
stem kana = めぐりあ
pronounciation = めぐりあ
> Entering godan
> Entering godan > う
> Line : 32
>> Start : やり取り,やりとり,suru,やりとり
>>> Start : やり取り
>やり取り = suru
>>>やり取り = suru stripping 
> Line : 33
>> Start : やり直す,やりなおす,godan,やりなお
>>> Start : やり直す
>やり直す = godan
>>> Forced stripping
>>>やり直す = godan stripping 
stem Kanji = やり直
stem kana = やりなお
pronounciation = やりなお
> Entering godan
> Entering godan > す
> Line : 34
>> Start : やり繰り,やりくり,suru,やりくり
>>> Start : やり繰り
>やり繰り = suru
>>>やり繰り = suru stripping 
> Line : 35
>> Start : やり過ごす,やりすごす,godan,やわす
>>> Start : やり過ごす
>やり過ごす = godan
>>> Forced stripping
>>>やり過ごす = godan stripping 
stem Kanji = やり過ご
stem kana = やりすご
pronounciation = やわす
> Entering godan
> Entering godan > す
> Line : 36
>> Start : 一人歩き,ひとりあるき,suru,ひとりあるき
>>> Start : 一人歩き
>一人歩き = suru
>>>一人歩き = suru stripping 
> Line : 37
>> Start : 一任,いちにん,suru,いちにん
>>> Start : 一任
>一任 = suru
>>>一任 = suru stripping 
> Line : 38
>> Start : 一休み,ひとやすみ,suru,ひとやすみ
>>> Start : 一休み
>一休み = suru
>>>一休み = suru stripping 
> Line : 39
>> Start : 一元化,いちげんか,suru,いちげんか
>>> Start : 一元化
>一元化 = suru
>>>一元化 = suru stripping 
> Line : 40
>> Start : 一周,いっしゅう,suru,いっしゅう
>>> Start : 一周
>一周 = suru
>>>一周 = suru stripping 
> Line : 41
>> Start : 一味,いちみ,suru,いちみ
>>> Start : 一味
>一味 = suru
>>>一味 = suru stripping 
> Line : 42
>> Start : 一味違う,ひとあじちがう,godan,ひとあじちが
>>> Start : 一味違う
>一味違う = godan
>>> Forced stripping
>>>一味違う = godan stripping 
stem Kanji = 一味違
stem kana = ひとあじちが
pronounciation = ひとあじちが
> Entering godan
> Entering godan > う
> Line : 43
>> Start : 一喜一憂,いっきいちゆう,suru,いっきいちゆう
>>> Start : 一喜一憂
>一喜一憂 = suru
>>>一喜一憂 = suru stripping 
> Line : 44
>> Start : 一喝,いっかつ,suru,いっかつ
>>> Start : 一喝
>一喝 = suru
>>>一喝 = suru stripping 
> Line : 45
>> Start : 一回り,ひとまわり,suru,ひとまわり
>>> Start : 一回り
>一回り = suru
>>>一回り = suru stripping 
> Line : 46
>> Start : 一回転,いっかいてん,suru,いっかいてん
>>> Start : 一回転
>一回転 = suru
>>>一回転 = suru stripping 
> Line : 47
>> Start : 一報,いっぽう,suru,いっぽう
>>> Start : 一報
>一報 = suru
>>>一報 = suru stripping 
> Line : 48
>> Start : 一変,いっぺん,suru,いっぺん
>>> Start : 一変
>一変 = suru
>>>一変 = suru stripping 
> Line : 49
>> Start : 一安心,ひとあんしん,suru,ひとあんしん
>>> Start : 一安心
>一安心 = suru
>>>一安心 = suru stripping 
> Line : 50
>> Start : 一巡,いちじゅん,suru,いちじゅん
>>> Start : 一巡
>一巡 = suru
>>>一巡 = suru stripping 
> Line : 51
>> Start : 一念発起,いちねんほっき,suru,いちねんほっき
>>> Start : 一念発起
>一念発起 = suru
>>>一念発起 = suru stripping 
> Line : 52
>> Start : 一戦,いっせん,suru,いっせん
>>> Start : 一戦
>一戦 = suru
>>>一戦 = suru stripping 
> Line : 53
>> Start : 一括,いっかつ,suru,いっかつ
>>> Start : 一括
>一括 = suru
>>>一括 = suru stripping 
> Line : 54
>> Start : 一掃,いっそう,suru,いっそう
>>> Start : 一掃
>一掃 = suru
>>>一掃 = suru stripping 
> Line : 55
>> Start : 一撃,いちげき,suru,いちげき
>>> Start : 一撃
>一撃 = suru
>>>一撃 = suru stripping 
> Line : 56
>> Start : 一敗,いっぱい,suru,いっぱい
>>> Start : 一敗
>一敗 = suru
>>>一敗 = suru stripping 
> Line : 57
>> Start : 一新,いっしん,suru,いっしん
>>> Start : 一新
>一新 = suru
>>>一新 = suru stripping 
> Line : 58
>> Start : 一望,いちぼう,suru,いちぼう
>>> Start : 一望
>一望 = suru
>>>一望 = suru stripping 
> Line : 59
>> Start : 一本立ち,いっぽんだち,suru,いっぽんだち
>>> Start : 一本立ち
>一本立ち = suru
>>>一本立ち = suru stripping 
> Line : 60
>> Start : 一段落,いちだんらく,suru,いちだんらく
>>> Start : 一段落
>一段落 = suru
>>>一段落 = suru stripping 
> Line : 61
>> Start : 一泊,いっぱく,suru,いっぱく
>>> Start : 一泊
>一泊 = suru
>>>一泊 = suru stripping 
> Line : 62
>> Start : 一番乗り,いちばんのり,suru,いちばんのり
>>> Start : 一番乗り
>一番乗り = suru
>>>一番乗り = suru stripping 
> Line : 63
>> Start : 一着,いっちゃく,suru,いっちゃく
>>> Start : 一着
>一着 = suru
>>>一着 = suru stripping 
> Line : 64
>> Start : 一睡,いっすい,suru,いっすい
>>> Start : 一睡
>一睡 = suru
>>>一睡 = suru stripping 
> Line : 65
>> Start : 一礼,いちれい,suru,いちれい
>>> Start : 一礼
>一礼 = suru
>>>一礼 = suru stripping 
> Line : 66
>> Start : 一考,いっこう,suru,いっこう
>>> Start : 一考
>一考 = suru
>>>一考 = suru stripping 
> Line : 67
>> Start : 一致,いっち,suru,いっち
>>> Start : 一致
>一致 = suru
>>>一致 = suru stripping 
> Line : 68
>> Start : 一苦労,ひとくろう,suru,ひとくろう
>>> Start : 一苦労
>一苦労 = suru
>>>一苦労 = suru stripping 
> Line : 69
>> Start : 一見,いっけん,suru,いっけん
>>> Start : 一見
>一見 = suru
>>>一見 = suru stripping 
> Line : 70
>> Start : 一言,ひとこと,suru,ひとこと
>>> Start : 一言
>一言 = suru
>>>一言 = suru stripping 
> Line : 71
>> Start : 一読,いちどく,suru,いちどく
>>> Start : 一読
>一読 = suru
>>>一読 = suru stripping 
> Line : 72
>> Start : 一貫,いっかん,suru,いっかん
>>> Start : 一貫
>一貫 = suru
>>>一貫 = suru stripping 
> Line : 73
>> Start : 一蹴,いっしゅう,suru,いっしゅう
>>> Start : 一蹴
>一蹴 = suru
>>>一蹴 = suru stripping 
> Line : 74
>> Start : 一躍,いちやく,suru,いちやく
>>> Start : 一躍
>一躍 = suru
>>>一躍 = suru stripping 
> Line : 75
>> Start : 一転,いってん,suru,いってん
>>> Start : 一転
>一転 = suru
>>>一転 = suru stripping 
> Line : 76
>> Start : 一進一退,いっしんいったい,suru,いっしんいったい
>>> Start : 一進一退
>一進一退 = suru
>>>一進一退 = suru stripping 
> Line : 77
>> Start : 一過,いっか,suru,いっか
>>> Start : 一過
>一過 = suru
>>>一過 = suru stripping 
> Line : 78
>> Start : 一顧,いっこ,suru,いっこ
>>> Start : 一顧
>一顧 = suru
>>>一顧 = suru stripping 
> Line : 79
>> Start : 万引き,まんびき,suru,まんびき
>>> Start : 万引き
>万引き = suru
>>>万引き = suru stripping 
> Line : 80
>> Start : 三振,さんしん,suru,さんしん
>>> Start : 三振
>三振 = suru
>>>三振 = suru stripping 
> Line : 81
>> Start : 三省,さんせい,suru,さんせい
>>> Start : 三省
>三省 = suru
>>>三省 = suru stripping 
> Line : 82
>> Start : 上がる,あがる,godan,あ
>>> Start : 上がる
>上がる = godan
>>> Forced stripping
>>>上がる = godan stripping 
stem Kanji = 上が
stem kana = あが
pronounciation = あ
> Entering godan
> Entering godan > る
> Line : 83
>> Start : 上げる,あげる,ichidan,あ
>>> Start : 上げる
>上げる = ichidan
>>>上げる = ichidan stripping 
stem Kanji = 上げ
stem kana = あげ
pronounciation = あ
> Entering ichidan
> Line : 84
>> Start : 上せる,のぼせる,ichidan,のぼ
>>> Start : 上せる
>上せる = ichidan
>>>上せる = ichidan stripping 
stem Kanji = 上せ
stem kana = のぼせ
pronounciation = のぼ
> Entering ichidan
> Line : 85
>> Start : 上る,のぼる,godan,のぼ
>>> Start : 上る
>上る = godan
>>> Forced stripping
>>>上る = godan stripping 
stem Kanji = 上
stem kana = のぼ
pronounciation = のぼ
> Entering godan
> Entering godan > る
> Line : 86
>> Start : 登る,のぼる,godan,のぼ
>>> Start : 登る
>登る = godan
>>> Forced stripping
>>>登る = godan stripping 
stem Kanji = 登
stem kana = のぼ
pronounciation = のぼ
> Entering godan
> Entering godan > る
> Line : 87
>> Start : 昇る,のぼる,godan,のぼ
>>> Start : 昇る
>昇る = godan
>>> Forced stripping
>>>昇る = godan stripping 
stem Kanji = 昇
stem kana = のぼ
pronounciation = のぼ
> Entering godan
> Entering godan > る
> Line : 88
>> Start : 上乗せ,うわのせ,suru,うわのせ
>>> Start : 上乗せ
>上乗せ = suru
>>>上乗せ = suru stripping 
> Line : 89
>> Start : 上京,じょうきょう,suru,じょうきょう
>>> Start : 上京
>上京 = suru
>>>上京 = suru stripping 
> Line : 90
>> Start : 上伸,じょうしん,suru,じょうしん
>>> Start : 上伸
>上伸 = suru
>>>上伸 = suru stripping 
> Line : 91
>> Start : 上向く,うわむく,godan,うわむ
>>> Start : 上向く
>上向く = godan
>>> Forced stripping
>>>上向く = godan stripping 
stem Kanji = 上向
stem kana = うわむ
pronounciation = うわむ
> Entering godan
> Entering godan > く
> Line : 92
>> Start : 上告,じょうこく,suru,じょうこく
>>> Start : 上告
>上告 = suru
>>>上告 = suru stripping 
> Line : 93
>> Start : 上回る,うわまわる,godan,うわまわ
>>> Start : 上回る
>上回る = godan
>>> Forced stripping
>>>上回る = godan stripping 
stem Kanji = 上回
stem kana = うわまわ
pronounciation = うわまわ
> Entering godan
> Entering godan > る
> Line : 94
>> Start : 上場,じょうじょう,suru,じょうじょう
>>> Start : 上場
>上場 = suru
>>>上場 = suru stripping 
> Line : 95
>> Start : 上提,じょうてい,suru,じょうてい
>>> Start : 上提
>上提 = suru
>>>上提 = suru stripping 
> Line : 96
>> Start : 上昇,じょうしょう,suru,じょうしょう
>>> Start : 上昇
>上昇 = suru
>>>上昇 = suru stripping 
> Line : 97
>> Start : 上映,じょうえい,suru,じょうえい
>>> Start : 上映
>上映 = suru
>>>上映 = suru stripping 
> Line : 98
>> Start : 上気,じょうき,suru,じょうき
>>> Start : 上気
>上気 = suru
>>>上気 = suru stripping 
> Line : 99
>> Start : 上滑り,うわすべり,suru,うわすべり
>>> Start : 上滑り
>上滑り = suru
>>>上滑り = suru stripping 
> Line : 100
>> Start : 上演,じょうえん,suru,じょうえん
>>> Start : 上演
>上演 = suru
>>>上演 = suru stripping 
> Line : 101
>> Start : 上申,じょうしん,suru,じょうしん
>>> Start : 上申
>上申 = suru
>>>上申 = suru stripping 
> Line : 102
>> Start : 上積み,うわづみ,suru,うわづみ
>>> Start : 上積み
>上積み = suru
>>>上積み = suru stripping 
> Line : 103
>> Start : 上納,じょうのう,suru,じょうのう
>>> Start : 上納
>上納 = suru
>>>上納 = suru stripping 
> Line : 104
>> Start : 上達,じょうたつ,suru,じょうたつ
>>> Start : 上達
>上達 = suru
>>>上達 = suru stripping 
> Line : 105
>> Start : 上陸,じょうりく,suru,じょうりく
>>> Start : 上陸
>上陸 = suru
>>>上陸 = suru stripping 
> Line : 106
>> Start : 下がる,さがる,godan,さが
>>> Start : 下がる
>下がる = godan
>>> Forced stripping
>>>下がる = godan stripping 
stem Kanji = 下が
stem kana = さが
pronounciation = さが
> Entering godan
> Entering godan > る
> Line : 107
>> Start : 下げ,さげ,suru,さげ
>>> Start : 下げ
>下げ = suru
>>>下げ = suru stripping 
> Line : 108
>> Start : 下げる,さげる,ichidan,さ
>>> Start : 下げる
>下げる = ichidan
>>>下げる = ichidan stripping 
stem Kanji = 下げ
stem kana = さげ
pronounciation = さ
> Entering ichidan
> Line : 109
>> Start : 下さる,くださる,godan,くだ
>>> Start : 下さる
>下さる = godan
>>> Forced stripping
>>>下さる = godan stripping 
stem Kanji = 下さ
stem kana = くださ
pronounciation = くだ
> Entering godan
> Entering godan > る
> Line : 110
>> Start : 下す,くだす,godan,くだ
>>> Start : 下す
>下す = godan
>>> Forced stripping
>>>下す = godan stripping 
stem Kanji = 下
stem kana = くだ
pronounciation = くだ
> Entering godan
> Entering godan > す
> Line : 111
>> Start : 下りる,おりる,ichidan,おり
>>> Start : 下りる
>下りる = ichidan
>>>下りる = ichidan stripping 
stem Kanji = 下り
stem kana = おり
pronounciation = おり
> Entering ichidan
> Line : 112
>> Start : 下る,くだる,godan,くだ
>>> Start : 下る
>下る = godan
>>> Forced stripping
>>>下る = godan stripping 
stem Kanji = 下
stem kana = くだ
pronounciation = くだ
> Entering godan
> Entering godan > る
> Line : 113
>> Start : 下ろし,おろし,suru,おろし
>>> Start : 下ろし
>下ろし = suru
>>>下ろし = suru stripping 
> Line : 114
>> Start : 下ろす,おろす,godan,おろ
>>> Start : 下ろす
>下ろす = godan
>>> Forced stripping
>>>下ろす = godan stripping 
stem Kanji = 下ろ
stem kana = おろ
pronounciation = おろ
> Entering godan
> Entering godan > す
> Line : 115
>> Start : 下取り,したどり,suru,したどり
>>> Start : 下取り
>下取り = suru
>>>下取り = suru stripping 
> Line : 116
>> Start : 下回る,したまわる,godan,したまわ
>>> Start : 下回る
>下回る = godan
>>> Forced stripping
>>>下回る = godan stripping 
stem Kanji = 下回
stem kana = したまわ
pronounciation = したまわ
> Entering godan
> Entering godan > る
> Line : 117
>> Start : 下山,げざん,suru,げざん
>>> Start : 下山
>下山 = suru
>>>下山 = suru stripping 
> Line : 118
>> Start : 下座,げざ,suru,げざ
>>> Start : 下座
>下座 = suru
>>>下座 = suru stripping 
> Line : 119
>> Start : 下校,げこう,suru,げこう
>>> Start : 下校
>下校 = suru
>>>下校 = suru stripping 
> Line : 120
>> Start : 下準備,したじゅんび,suru,したじゅんび
>>> Start : 下準備
>下準備 = suru
>>>下準備 = suru stripping 
> Line : 121
>> Start : 下痢,げり,suru,げり
>>> Start : 下痢
>下痢 = suru
>>>下痢 = suru stripping 
> Line : 122
>> Start : 下落,げらく,suru,げらく
>>> Start : 下落
>下落 = suru
>>>下落 = suru stripping 
> Line : 123
>> Start : 下見,したみ,suru,したみ
>>> Start : 下見
>下見 = suru
>>>下見 = suru stripping 
> Line : 124
>> Start : 下調べ,したしらべ,suru,したしらべ
>>> Start : 下調べ
>下調べ = suru
>>>下調べ = suru stripping 
> Line : 125
>> Start : 下車,げしゃ,suru,げしゃ
>>> Start : 下車
>下車 = suru
>>>下車 = suru stripping 
> Line : 126
>> Start : 下降,かこう,suru,かこう
>>> Start : 下降
>下降 = suru
>>>下降 = suru stripping 
> Line : 127
>> Start : 不倫,ふりん,suru,ふりん
>>> Start : 不倫
>不倫 = suru
>>>不倫 = suru stripping 
> Line : 128
>> Start : 不時着,ふじちゃく,suru,ふじちゃく
>>> Start : 不時着
>不時着 = suru
>>>不時着 = suru stripping 
> Line : 129
>> Start : 不足,ふそく,suru,ふそく
>>> Start : 不足
>不足 = suru
>>>不足 = suru stripping 
> Line : 130
>> Start : 与える,あたえる,ichidan,あた
>>> Start : 与える
>与える = ichidan
>>>与える = ichidan stripping 
stem Kanji = 与え
stem kana = あたえ
pronounciation = あた
> Entering ichidan
> Line : 131
>> Start : 世襲,せしゅう,suru,せしゅう
>>> Start : 世襲
>世襲 = suru
>>>世襲 = suru stripping 
> Line : 132
>> Start : 世話,せわ,suru,せわ
>>> Start : 世話
>世話 = suru
>>>世話 = suru stripping 
> Line : 133
>> Start : 両替,りょうがえ,suru,りょうがえ
>>> Start : 両替
>両替 = suru
>>>両替 = suru stripping 
> Line : 134
>> Start : 両用,りょうよう,suru,りょうよう
>>> Start : 両用
>両用 = suru
>>>両用 = suru stripping 
> Line : 135
>> Start : 両立,りょうりつ,suru,りょうりつ
>>> Start : 両立
>両立 = suru
>>>両立 = suru stripping 
> Line : 136
>> Start : 並ぶ,ならぶ,godan,なら
>>> Start : 並ぶ
>並ぶ = godan
>>> Forced stripping
>>>並ぶ = godan stripping 
stem Kanji = 並
stem kana = なら
pronounciation = なら
> Entering godan
> Entering godan > ぶ
> Line : 137
>> Start : 並べる,ならべる,ichidan,なら
>>> Start : 並べる
>並べる = ichidan
>>>並べる = ichidan stripping 
stem Kanji = 並べ
stem kana = ならべ
pronounciation = なら
> Entering ichidan
> Line : 138
>> Start : 並列,へいれつ,suru,へいれつ
>>> Start : 並列
>並列 = suru
>>>並列 = suru stripping 
> Line : 139
>> Start : 並外れる,なみはずれる,ichidan,なみはず
>>> Start : 並外れる
>並外れる = ichidan
>>>並外れる = ichidan stripping 
stem Kanji = 並外れ
stem kana = なみはずれ
pronounciation = なみはず
> Entering ichidan
> Line : 140
>> Start : 並立,へいりつ,suru,へいりつ
>>> Start : 並立
>並立 = suru
>>>並立 = suru stripping 
> Line : 141
>> Start : 並行,へいこう,suru,へいこう
>>> Start : 並行
>並行 = suru
>>>並行 = suru stripping 
> Line : 142
>> Start : 中傷,ちゅうしょう,suru,ちゅうしょう
>>> Start : 中傷
>中傷 = suru
>>>中傷 = suru stripping 
> Line : 143
>> Start : 中座,ちゅうざ,suru,ちゅうざ
>>> Start : 中座
>中座 = suru
>>>中座 = suru stripping 
> Line : 144
>> Start : 中断,ちゅうだん,suru,ちゅうだん
>>> Start : 中断
>中断 = suru
>>>中断 = suru stripping 
> Line : 145
>> Start : 中止,ちゅうし,suru,ちゅうし
>>> Start : 中止
>中止 = suru
>>>中止 = suru stripping 
> Line : 146
>> Start : 中略,ちゅうりゃく,suru,ちゅうりゃく
>>> Start : 中略
>中略 = suru
>>>中略 = suru stripping 
> Line : 147
>> Start : 中絶,ちゅうぜつ,suru,ちゅうぜつ
>>> Start : 中絶
>中絶 = suru
>>>中絶 = suru stripping 
> Line : 148
>> Start : 中継,ちゅうけい,suru,ちゅうけい
>>> Start : 中継
>中継 = suru
>>>中継 = suru stripping 
> Line : 149
>> Start : 中興,ちゅうこう,suru,ちゅうこう
>>> Start : 中興
>中興 = suru
>>>中興 = suru stripping 
> Line : 150
>> Start : 中退,ちゅうたい,suru,ちゅうたい
>>> Start : 中退
>中退 = suru
>>>中退 = suru stripping 
> Line : 151
>> Start : 丸々,まるまる,suru,まるまる
>>> Start : 丸々
>丸々 = suru
>>>丸々 = suru stripping 
> Line : 152
>> Start : 丸まる,まるまる,godan,まるま
>>> Start : 丸まる
>丸まる = godan
>>> Forced stripping
>>>丸まる = godan stripping 
stem Kanji = 丸ま
stem kana = まるま
pronounciation = まるま
> Entering godan
> Entering godan > る
> Line : 153
>> Start : 丸める,まるめる,ichidan,まる
>>> Start : 丸める
>丸める = ichidan
>>>丸める = ichidan stripping 
stem Kanji = 丸め
stem kana = まるめ
pronounciation = まる
> Entering ichidan
> Line : 154
>> Start : 丸洗い,まるあらい,suru,まるあらい
>>> Start : 丸洗い
>丸洗い = suru
>>>丸洗い = suru stripping 
> Line : 155
>> Start : 丹精,たんせい,suru,たんせい
>>> Start : 丹精
>丹精 = suru
>>>丹精 = suru stripping 
> Line : 156
>> Start : 主催,しゅさい,suru,しゅさい
>>> Start : 主催
>主催 = suru
>>>主催 = suru stripping 
> Line : 157
>> Start : 主唱,しゅしょう,suru,しゅしょう
>>> Start : 主唱
>主唱 = suru
>>>主唱 = suru stripping 
> Line : 158
>> Start : 主宰,しゅさい,suru,しゅさい
>>> Start : 主宰
>主宰 = suru
>>>主宰 = suru stripping 
> Line : 159
>> Start : 主導,しゅどう,suru,しゅどう
>>> Start : 主導
>主導 = suru
>>>主導 = suru stripping 
> Line : 160
>> Start : 主張,しゅちょう,suru,しゅちょう
>>> Start : 主張
>主張 = suru
>>>主張 = suru stripping 
> Line : 161
>> Start : 主演,しゅえん,suru,しゅえん
>>> Start : 主演
>主演 = suru
>>>主演 = suru stripping 
> Line : 162
>> Start : 主管,しゅかん,suru,しゅかん
>>> Start : 主管
>主管 = suru
>>>主管 = suru stripping 
> Line : 163
>> Start : 乖離,かいり,suru,かいり
>>> Start : 乖離
>乖離 = suru
>>>乖離 = suru stripping 
> Line : 164
>> Start : 乗せる,のせる,ichidan,の
>>> Start : 乗せる
>乗せる = ichidan
>>>乗せる = ichidan stripping 
stem Kanji = 乗せ
stem kana = のせ
pronounciation = の
> Entering ichidan
> Line : 165
>> Start : 乗っかる,のっかる,godan,のっか
>>> Start : 乗っかる
>乗っかる = godan
>>> Forced stripping
>>>乗っかる = godan stripping 
stem Kanji = 乗っか
stem kana = のっか
pronounciation = のっか
> Entering godan
> Entering godan > る
> Line : 166
>> Start : 乗る,のる,godan,の
>>> Start : 乗る
>乗る = godan
>>> Forced stripping
>>>乗る = godan stripping 
stem Kanji = 乗
stem kana = の
pronounciation = の
> Entering godan
> Entering godan > る
> Line : 167
>> Start : 乗務,じょうむ,suru,じょうむ
>>> Start : 乗務
>乗務 = suru
>>>乗務 = suru stripping 
> Line : 168
>> Start : 乗船,じょうせん,suru,じょうせん
>>> Start : 乗船
>乗船 = suru
>>>乗船 = suru stripping 
> Line : 169
>> Start : 乗車,じょうしゃ,suru,じょうしゃ
>>> Start : 乗車
>乗車 = suru
>>>乗車 = suru stripping 
> Line : 170
>> Start : 乗降,じょうこう,suru,じょうこう
>>> Start : 乗降
>乗降 = suru
>>>乗降 = suru stripping 
> Line : 171
>> Start : 乞う,こう,godan,こ
>>> Start : 乞う
>乞う = godan
>>> Forced stripping
>>>乞う = godan stripping 
stem Kanji = 乞
stem kana = こ
pronounciation = こ
> Entering godan
> Entering godan > う
> Line : 172
>> Start : 乱す,みだす,godan,みだ
>>> Start : 乱す
>乱す = godan
>>> Forced stripping
>>>乱す = godan stripping 
stem Kanji = 乱
stem kana = みだ
pronounciation = みだ
> Entering godan
> Entering godan > す
> Line : 173
>> Start : 乱れる,みだれる,ichidan,みだ
>>> Start : 乱れる
>乱れる = ichidan
>>>乱れる = ichidan stripping 
stem Kanji = 乱れ
stem kana = みだれ
pronounciation = みだ
> Entering ichidan
> Line : 174
>> Start : 乱伐,らんばつ,suru,らんばつ
